Student_ID,Quiz_ID,Topic,Difficulty,Score,Time_Taken
Student_69,Quiz_64,History,Medium,95.9,51.21
Student_69,Quiz_65,Geography,Hard,30.66,50.06
Student_69,Quiz_66,Chemistry,Easy,91.27,52.28
Student_69,Quiz_67,Geography,Hard,65.83,42.24
Student_69,Quiz_68,Physics,Medium,64.98,40.98
Student_69,Quiz_69,English,Hard,66.01,31.92
Student_69,Quiz_70,Chemistry,Hard,52.33,37.35
Student_69,Quiz_71,Geography,Easy,33.75,18.57
Student_69,Quiz_72,History,Hard,81.99,34.96
Student_69,Quiz_73,Chemistry,Hard,87.87,50.91
Student_69,Quiz_74,Biology,Hard,51.09,7.25
Student_69,Quiz_75,Chemistry,Hard,80.15,18.75
Student_69,Quiz_76,Geography,Medium,48.82,5.74
Student_69,Quiz_77,English,Medium,60.87,29.03
Student_69,Quiz_78,English,Medium,60.19,15.08
Student_69,Quiz_79,Biology,Hard,55.81,39.01
Student_69,Quiz_80,Biology,Medium,10.94,44.65
Student_69,Quiz_81,Chemistry,Hard,42.22,45.22
Student_69,Quiz_82,Chemistry,Hard,43.34,15.72
Student_69,Quiz_83,Geography,Medium,87.78,32.0
Student_69,Quiz_84,History,Medium,62.29,24.68
Student_69,Quiz_85,Physics,Easy,84.78,31.74
Student_69,Quiz_86,Physics,Easy,17.4,49.79
Student_69,Quiz_87,English,Hard,19.78,15.86
Student_69,Quiz_88,Math,Hard,69.79,33.59
Student_69,Quiz_89,English,Easy,60.23,40.64
Student_69,Quiz_90,Chemistry,Hard,85.58,49.61
Student_69,Quiz_91,English,Hard,26.94,38.17
Student_69,Quiz_92,Math,Easy,85.03,27.76
Student_69,Quiz_93,Chemistry,Easy,81.47,18.11
Student_69,Quiz_94,Biology,Easy,90.5,51.93
Student_69,Quiz_95,Math,Easy,53.02,56.83
Student_69,Quiz_96,Physics,Medium,11.58,18.43
Student_69,Quiz_97,Biology,Hard,32.59,52.8
Student_69,Quiz_98,Math,Hard,2.62,42.02
Student_69,Quiz_99,Chemistry,Medium,95.0,5.26
Student_69,Quiz_100,Physics,Hard,41.98,44.24
Student_70,Quiz_1,Biology,Easy,40.29,5.42
Student_70,Quiz_2,Math,Hard,70.17,58.48
Student_70,Quiz_3,English,Easy,35.24,26.02
Student_70,Quiz_4,Physics,Medium,8.28,57.3
Student_70,Quiz_5,Chemistry,Hard,82.3,5.04
Student_70,Quiz_6,History,Medium,57.3,12.66
Student_70,Quiz_7,English,Easy,64.3,44.27
Student_70,Quiz_8,Math,Medium,17.11,54.09
Student_70,Quiz_9,Geography,Hard,62.6,24.88
Student_70,Quiz_10,History,Hard,34.79,35.11
Student_70,Quiz_11,Geography,Medium,17.11,10.28
Student_70,Quiz_12,English,Medium,41.61,6.75
Student_70,Quiz_13,Chemistry,Hard,13.84,17.65
Student_70,Quiz_14,Biology,Easy,54.01,39.59
Student_70,Quiz_15,English,Medium,93.47,8.81
Student_70,Quiz_16,History,Easy,63.06,47.98
Student_70,Quiz_17,Geography,Medium,13.38,34.49
Student_70,Quiz_18,History,Medium,45.39,55.1
Student_70,Quiz_19,English,Hard,7.67,34.21
Student_70,Quiz_20,English,Easy,9.88,34.32
Student_70,Quiz_21,Biology,Hard,5.56,52.14
Student_70,Quiz_22,Math,Medium,77.63,52.93
Student_70,Quiz_23,History,Easy,74.59,27.59
Student_70,Quiz_24,Chemistry,Easy,31.25,49.68
Student_70,Quiz_25,History,Hard,10.32,8.47
Student_70,Quiz_26,Math,Medium,59.03,43.14
Student_70,Quiz_27,English,Hard,16.64,14.63
Student_70,Quiz_28,Chemistry,Medium,88.39,31.63
Student_70,Quiz_29,Geography,Easy,97.8,51.82
Student_70,Quiz_30,History,Hard,17.4,55.56
Student_70,Quiz_31,History,Medium,65.95,51.48
Student_70,Quiz_32,Physics,Hard,83.56,51.52
Student_70,Quiz_33,Chemistry,Easy,14.18,20.45
Student_70,Quiz_34,Physics,Hard,84.92,12.52
Student_70,Quiz_35,Physics,Hard,3.55,22.78
Student_70,Quiz_36,Biology,Easy,37.25,49.84
Student_70,Quiz_37,Math,Medium,90.35,48.33
Student_70,Quiz_38,Biology,Easy,66.59,13.78
Student_70,Quiz_39,Physics,Hard,95.08,55.4
Student_70,Quiz_40,English,Easy,57.71,42.93
Student_70,Quiz_41,English,Hard,28.57,10.57
Student_70,Quiz_42,Biology,Hard,67.0,18.38
Student_70,Quiz_43,Biology,Medium,0.43,50.59
Student_70,Quiz_44,English,Easy,62.63,36.02
Student_70,Quiz_45,Chemistry,Medium,52.41,12.81
Student_70,Quiz_46,English,Hard,89.17,57.81
Student_70,Quiz_47,Biology,Hard,69.55,45.27
Student_70,Quiz_48,Math,Hard,67.86,27.85
Student_70,Quiz_49,English,Medium,7.99,53.64
Student_70,Quiz_50,History,Easy,60.87,48.36
Student_70,Quiz_51,Math,Hard,93.44,11.97
Student_70,Quiz_52,Biology,Easy,41.35,38.43
Student_70,Quiz_53,English,Easy,34.83,21.62
Student_70,Quiz_54,Biology,Medium,16.18,11.69
Student_70,Quiz_55,Physics,Easy,45.03,10.22
Student_70,Quiz_56,Chemistry,Hard,22.55,12.3
Student_70,Quiz_57,History,Hard,31.19,43.75
Student_70,Quiz_58,English,Hard,26.52,54.43
Student_70,Quiz_59,Chemistry,Hard,35.82,7.41
Student_70,Quiz_60,Biology,Easy,37.06,58.63
Student_70,Quiz_61,Chemistry,Hard,93.98,50.69
Student_70,Quiz_62,Chemistry,Easy,86.28,55.16
Student_70,Quiz_63,Physics,Easy,28.17,22.29
Student_70,Quiz_64,Physics,Hard,20.3,30.64
Student_70,Quiz_65,Physics,Easy,36.44,56.46
Student_70,Quiz_66,Geography,Easy,26.47,24.08
Student_70,Quiz_67,Math,Easy,53.26,14.04
Student_70,Quiz_68,Chemistry,Hard,7.17,55.98
Student_70,Quiz_69,Geography,Medium,92.53,49.83
Student_70,Quiz_70,Physics,Medium,56.47,18.88
Student_70,Quiz_71,English,Hard,24.27,15.97
Student_70,Quiz_72,Physics,Medium,8.83,29.41
Student_70,Quiz_73,Math,Easy,55.83,57.51
Student_70,Quiz_74,English,Easy,9.22,30.0
Student_70,Quiz_75,Biology,Hard,29.26,23.46
Student_70,Quiz_76,History,Hard,66.56,16.91
Student_70,Quiz_77,Math,Hard,87.62,40.27
Student_70,Quiz_78,Math,Easy,57.55,8.91
Student_70,Quiz_79,Physics,Easy,42.47,17.66
Student_70,Quiz_80,Chemistry,Hard,94.49,32.87
Student_70,Quiz_81,English,Easy,25.26,50.22
Student_70,Quiz_82,Biology,Easy,11.3,11.63
Student_70,Quiz_83,Math,Easy,87.03,35.56
Student_70,Quiz_84,Geography,Medium,25.6,24.44
Student_70,Quiz_85,Math,Medium,77.74,23.75
Student_70,Quiz_86,Geography,Easy,61.02,48.01
Student_70,Quiz_87,Physics,Medium,95.81,29.07
Student_70,Quiz_88,English,Easy,0.93,24.25
Student_70,Quiz_89,Chemistry,Hard,26.08,41.17
Student_70,Quiz_90,English,Medium,65.78,10.09
Student_70,Quiz_91,History,Easy,28.09,43.13
Student_70,Quiz_92,Biology,Easy,75.4,36.48
Student_70,Quiz_93,English,Easy,53.66,9.22
Student_70,Quiz_94,Chemistry,Hard,55.09,21.99
Student_70,Quiz_95,Physics,Hard,36.03,52.54
Student_70,Quiz_96,Chemistry,Easy,99.55,34.04
Student_70,Quiz_97,Math,Medium,37.07,5.27
Student_70,Quiz_98,Geography,Easy,60.9,30.74
Student_70,Quiz_99,Chemistry,Easy,87.95,10.35
Student_70,Quiz_100,Math,Medium,39.73,22.77
Student_71,Quiz_1,Geography,Easy,60.19,42.36
Student_71,Quiz_2,Math,Medium,43.4,20.69
Student_71,Quiz_3,Math,Easy,79.65,53.4
Student_71,Quiz_4,Geography,Medium,63.56,10.48
Student_71,Quiz_5,History,Hard,15.6,53.66
Student_71,Quiz_6,Chemistry,Medium,39.72,28.29
Student_71,Quiz_7,Chemistry,Easy,58.58,58.86
Student_71,Quiz_8,English,Medium,83.06,13.06
Student_71,Quiz_9,Biology,Easy,68.07,13.27
Student_71,Quiz_10,Math,Hard,28.75,8.58
Student_71,Quiz_11,History,Medium,25.88,15.43
Student_71,Quiz_12,English,Hard,91.67,41.42
Student_71,Quiz_13,English,Hard,88.44,29.82
Student_71,Quiz_14,Biology,Easy,69.7,13.32
Student_71,Quiz_15,History,Medium,16.13,44.84
Student_71,Quiz_16,Chemistry,Hard,4.25,19.81
Student_71,Quiz_17,Geography,Hard,10.53,5.36
Student_71,Quiz_18,Chemistry,Medium,52.54,45.88
Student_71,Quiz_19,Geography,Hard,31.26,7.05
Student_71,Quiz_20,Biology,Medium,72.38,45.17
Student_71,Quiz_21,Biology,Hard,60.9,12.5
Student_71,Quiz_22,English,Easy,58.16,25.12
Student_71,Quiz_23,Geography,Hard,30.94,28.15
Student_71,Quiz_24,Physics,Easy,86.57,6.2
Student_71,Quiz_25,Physics,Easy,46.09,56.69
Student_71,Quiz_26,Geography,Medium,27.99,46.67
Student_71,Quiz_27,Geography,Medium,62.53,17.93
Student_71,Quiz_28,Physics,Easy,92.64,20.66
Student_71,Quiz_29,Geography,Hard,15.7,34.61
Student_71,Quiz_30,Biology,Easy,92.86,46.09
Student_71,Quiz_31,Chemistry,Hard,6.11,44.92
Student_71,Quiz_32,History,Medium,18.33,5.1
Student_71,Quiz_33,Physics,Hard,13.33,18.19
Student_71,Quiz_34,Math,Medium,45.09,29.0
Student_71,Quiz_35,Geography,Hard,33.58,8.69
Student_71,Quiz_36,Chemistry,Hard,3.71,38.42
Student_71,Quiz_37,History,Medium,89.7,57.33
Student_71,Quiz_38,Chemistry,Medium,26.37,8.11
Student_71,Quiz_39,English,Hard,42.84,8.79
Student_71,Quiz_40,Geography,Medium,95.24,47.55
Student_71,Quiz_41,Physics,Easy,52.69,55.26
Student_71,Quiz_42,Chemistry,Medium,91.8,51.22
Student_71,Quiz_43,Chemistry,Easy,29.05,56.71
Student_71,Quiz_44,English,Easy,32.99,34.41
Student_71,Quiz_45,English,Hard,91.94,57.82
Student_71,Quiz_46,Biology,Hard,71.37,50.39
Student_71,Quiz_47,Geography,Medium,50.44,56.6
Student_71,Quiz_48,Biology,Easy,99.31,12.59
Student_71,Quiz_49,Physics,Easy,94.67,7.35
Student_71,Quiz_50,History,Hard,36.19,58.93
Student_71,Quiz_51,Biology,Hard,19.15,18.21
Student_71,Quiz_52,Chemistry,Easy,48.12,37.84
Student_71,Quiz_53,Biology,Easy,82.91,39.32
Student_71,Quiz_54,English,Hard,48.29,49.27
Student_71,Quiz_55,Geography,Hard,5.79,22.51
Student_71,Quiz_56,History,Easy,46.27,5.26
Student_71,Quiz_57,Math,Hard,86.63,5.82
Student_71,Quiz_58,Chemistry,Hard,96.3,12.77
Student_71,Quiz_59,Physics,Easy,52.88,12.21
Student_71,Quiz_60,Geography,Easy,61.08,30.96
Student_71,Quiz_61,Geography,Easy,4.39,11.27
Student_71,Quiz_62,Physics,Hard,1.52,36.17
Student_71,Quiz_63,History,Easy,35.95,56.37
Student_71,Quiz_64,Geography,Hard,35.42,11.64
Student_71,Quiz_65,English,Hard,6.11,12.68
Student_71,Quiz_66,Chemistry,Medium,31.77,50.65
Student_71,Quiz_67,Geography,Easy,61.2,35.15
Student_71,Quiz_68,Physics,Easy,92.93,13.27
Student_71,Quiz_69,English,Medium,30.92,44.85
Student_71,Quiz_70,Chemistry,Medium,77.02,18.5
Student_71,Quiz_71,History,Medium,22.38,38.18
Student_71,Quiz_72,History,Medium,37.21,20.57
Student_71,Quiz_73,Geography,Easy,41.82,51.9
Student_71,Quiz_74,Biology,Hard,60.81,25.51
Student_71,Quiz_75,History,Hard,20.52,51.35
Student_71,Quiz_76,Geography,Easy,41.41,8.59
Student_71,Quiz_77,Geography,Medium,32.56,6.42
Student_71,Quiz_78,Chemistry,Hard,77.25,6.11
Student_71,Quiz_79,English,Hard,90.98,12.9
Student_71,Quiz_80,Math,Easy,17.86,36.99
Student_71,Quiz_81,Geography,Hard,92.46,10.46
Student_71,Quiz_82,Math,Medium,92.78,59.1
Student_71,Quiz_83,Math,Easy,26.07,59.41
Student_71,Quiz_84,Geography,Hard,78.37,10.2
Student_71,Quiz_85,History,Easy,39.95,14.53
Student_71,Quiz_86,Math,Hard,80.77,26.59
Student_71,Quiz_87,Chemistry,Easy,1.87,28.89
Student_71,Quiz_88,Geography,Medium,13.6,39.01
Student_71,Quiz_89,Physics,Hard,81.86,28.11
Student_71,Quiz_90,History,Hard,78.15,7.33
Student_71,Quiz_91,Geography,Medium,43.56,19.19
Student_71,Quiz_92,English,Medium,29.03,9.44
Student_71,Quiz_93,Geography,Easy,37.36,31.89
Student_71,Quiz_94,English,Medium,14.84,26.35
Student_71,Quiz_95,Chemistry,Medium,60.22,10.59
Student_71,Quiz_96,Math,Medium,26.93,59.13
Student_71,Quiz_97,Physics,Medium,90.44,11.74
Student_71,Quiz_98,English,Medium,98.16,18.9
Student_71,Quiz_99,Biology,Medium,99.08,54.18
Student_71,Quiz_100,English,Easy,49.66,26.45
Student_72,Quiz_1,History,Hard,5.0,43.13
Student_72,Quiz_2,Biology,Hard,5.18,57.77
Student_72,Quiz_3,Physics,Hard,80.83,27.19
Student_72,Quiz_4,Physics,Medium,88.04,14.88
Student_72,Quiz_5,Math,Hard,22.5,25.27
Student_72,Quiz_6,Geography,Easy,10.97,38.59
Student_72,Quiz_7,Physics,Hard,54.1,58.18
Student_72,Quiz_8,Math,Hard,98.32,27.98
Student_72,Quiz_9,English,Easy,76.19,37.76
Student_72,Quiz_10,History,Medium,93.79,12.5
Student_72,Quiz_11,English,Medium,23.78,37.45
Student_72,Quiz_12,Geography,Medium,23.29,7.43
Student_72,Quiz_13,Biology,Hard,20.36,22.2
Student_72,Quiz_14,Math,Medium,87.72,5.6
Student_72,Quiz_15,Biology,Medium,7.49,11.86
Student_72,Quiz_16,Physics,Medium,64.04,34.11
Student_72,Quiz_17,Physics,Medium,87.37,56.07
Student_72,Quiz_18,English,Easy,2.53,25.53
Student_72,Quiz_19,Chemistry,Hard,79.92,40.4
Student_72,Quiz_20,History,Hard,17.63,30.7
Student_72,Quiz_21,Biology,Easy,65.52,42.32
Student_72,Quiz_22,Math,Medium,85.1,38.73
Student_72,Quiz_23,Physics,Hard,59.27,46.04
Student_72,Quiz_24,History,Hard,67.21,27.36
Student_72,Quiz_25,Physics,Medium,29.24,17.38
Student_72,Quiz_26,Geography,Medium,99.33,30.65
Student_72,Quiz_27,History,Easy,54.02,33.92
Student_72,Quiz_28,Math,Hard,76.41,32.15
Student_72,Quiz_29,Physics,Easy,69.36,33.73
Student_72,Quiz_30,Geography,Easy,88.74,37.44
Student_72,Quiz_31,English,Medium,50.53,41.58
Student_72,Quiz_32,Math,Medium,54.8,45.37
Student_72,Quiz_33,History,Easy,8.62,56.48
Student_72,Quiz_34,Physics,Medium,57.02,24.75
Student_72,Quiz_35,Math,Easy,48.69,38.98
Student_72,Quiz_36,Geography,Medium,62.69,12.45
Student_72,Quiz_37,Biology,Hard,44.31,16.06
Student_72,Quiz_38,Math,Medium,36.3,15.89
Student_72,Quiz_39,History,Easy,72.26,5.11
Student_72,Quiz_40,Physics,Medium,31.56,8.87
Student_72,Quiz_41,Physics,Medium,33.66,43.58
Student_72,Quiz_42,Math,Medium,6.31,57.08
Student_72,Quiz_43,English,Medium,2.24,19.82
Student_72,Quiz_44,History,Hard,55.4,44.67
Student_72,Quiz_45,English,Medium,18.59,47.08
Student_72,Quiz_46,Chemistry,Medium,44.33,14.01
Student_72,Quiz_47,English,Hard,39.82,10.37
Student_72,Quiz_48,Geography,Hard,60.96,44.55
Student_72,Quiz_49,Math,Medium,0.65,30.85
Student_72,Quiz_50,English,Medium,27.98,10.56
Student_72,Quiz_51,Math,Medium,64.06,25.39
Student_72,Quiz_52,Physics,Hard,46.31,58.41
Student_72,Quiz_53,Physics,Medium,97.35,40.85
Student_72,Quiz_54,Math,Medium,7.34,36.87
Student_72,Quiz_55,Chemistry,Easy,85.38,10.02
Student_72,Quiz_56,Chemistry,Hard,4.1,55.69
Student_72,Quiz_57,Physics,Hard,22.12,12.79
Student_72,Quiz_58,Physics,Medium,66.2,26.08
Student_72,Quiz_59,History,Medium,14.98,5.82
Student_72,Quiz_60,Biology,Medium,81.05,30.31
Student_72,Quiz_61,History,Easy,31.47,27.77
Student_72,Quiz_62,Physics,Easy,5.99,5.48
Student_72,Quiz_63,English,Medium,72.15,38.61
Student_72,Quiz_64,English,Easy,72.0,37.58
Student_72,Quiz_65,Biology,Hard,18.01,49.81
Student_72,Quiz_66,Chemistry,Easy,23.2,30.14
Student_72,Quiz_67,Biology,Medium,34.97,49.95
Student_72,Quiz_68,History,Hard,79.26,15.78
Student_72,Quiz_69,Biology,Hard,2.17,30.25
Student_72,Quiz_70,History,Hard,43.53,28.85
Student_72,Quiz_71,Chemistry,Medium,95.64,31.05
Student_72,Quiz_72,Chemistry,Hard,66.45,54.79
Student_72,Quiz_73,Math,Hard,4.66,54.04
Student_72,Quiz_74,English,Hard,51.24,31.95
Student_72,Quiz_75,Math,Hard,63.04,18.91
Student_72,Quiz_76,Biology,Medium,85.26,59.9
Student_72,Quiz_77,Chemistry,Hard,1.15,15.72
Student_72,Quiz_78,Chemistry,Easy,63.02,19.55
Student_72,Quiz_79,Math,Medium,25.66,23.08
Student_72,Quiz_80,English,Medium,91.31,22.01
Student_72,Quiz_81,English,Medium,52.71,19.59
Student_72,Quiz_82,History,Hard,96.01,15.36
Student_72,Quiz_83,Biology,Medium,19.27,25.14
Student_72,Quiz_84,Biology,Medium,88.78,8.58
Student_72,Quiz_85,History,Hard,60.95,16.91
Student_72,Quiz_86,History,Hard,64.25,6.65
Student_72,Quiz_87,History,Easy,47.12,42.4
Student_72,Quiz_88,Biology,Hard,78.53,46.12
Student_72,Quiz_89,History,Hard,99.12,11.42
Student_72,Quiz_90,Physics,Hard,24.11,37.38
Student_72,Quiz_91,History,Hard,11.49,52.79
Student_72,Quiz_92,Physics,Hard,3.83,24.33
Student_72,Quiz_93,English,Hard,84.38,25.27
Student_72,Quiz_94,Physics,Medium,94.65,56.45
Student_72,Quiz_95,Geography,Hard,88.6,14.98
Student_72,Quiz_96,Chemistry,Easy,87.06,14.62
Student_72,Quiz_97,History,Easy,86.52,37.23
Student_72,Quiz_98,Physics,Medium,41.41,25.31
Student_72,Quiz_99,English,Medium,47.41,32.8
Student_72,Quiz_100,Geography,Medium,55.63,59.93
Student_73,Quiz_1,Math,Hard,58.98,30.37
Student_73,Quiz_2,English,Easy,76.77,25.03
Student_73,Quiz_3,History,Medium,27.11,41.22
Student_73,Quiz_4,Geography,Hard,9.02,30.57
Student_73,Quiz_5,Math,Medium,73.34,12.85
Student_73,Quiz_6,Biology,Easy,19.94,21.28
Student_73,Quiz_7,Biology,Medium,8.07,21.86
Student_73,Quiz_8,Chemistry,Hard,80.8,16.65
Student_73,Quiz_9,Biology,Hard,23.67,32.64
Student_73,Quiz_10,Chemistry,Hard,23.99,11.97
Student_73,Quiz_11,Chemistry,Hard,45.95,38.38
Student_73,Quiz_12,Physics,Medium,89.92,28.87
Student_73,Quiz_13,Physics,Hard,10.41,11.27
Student_73,Quiz_14,Biology,Hard,90.64,10.88
Student_73,Quiz_15,Chemistry,Medium,77.66,36.05
Student_73,Quiz_16,Biology,Medium,18.97,35.48
Student_73,Quiz_17,Math,Easy,52.35,30.29
Student_73,Quiz_18,Math,Easy,24.39,43.86
Student_73,Quiz_19,Physics,Easy,79.65,39.59
Student_73,Quiz_20,Geography,Hard,17.87,36.03
Student_73,Quiz_21,Physics,Hard,39.09,58.02
Student_73,Quiz_22,Geography,Medium,19.1,22.35
Student_73,Quiz_23,Biology,Easy,73.01,35.33
Student_73,Quiz_24,History,Easy,32.19,40.93
Student_73,Quiz_25,Physics,Easy,10.1,44.89
Student_73,Quiz_26,Geography,Hard,4.99,58.39
Student_73,Quiz_27,Physics,Hard,75.75,36.43
Student_73,Quiz_28,History,Medium,97.7,37.65
Student_73,Quiz_29,Math,Medium,98.52,46.8
Student_73,Quiz_30,English,Easy,47.85,57.04
Student_73,Quiz_31,Biology,Hard,31.32,46.47
Student_73,Quiz_32,Geography,Medium,68.72,22.43
Student_73,Quiz_33,Physics,Easy,17.85,51.14
Student_73,Quiz_34,Chemistry,Easy,83.63,28.61
Student_73,Quiz_35,Chemistry,Hard,54.91,54.9
Student_73,Quiz_36,Math,Easy,17.96,51.99
Student_73,Quiz_37,History,Hard,77.6,26.87
Student_73,Quiz_38,English,Medium,94.3,34.19
Student_73,Quiz_39,Physics,Hard,53.44,27.3
Student_73,Quiz_40,Chemistry,Easy,21.45,11.82
Student_73,Quiz_41,Biology,Hard,7.35,10.75
Student_73,Quiz_42,Math,Hard,68.17,26.92
Student_73,Quiz_43,History,Medium,9.58,41.97
Student_73,Quiz_44,Math,Easy,15.34,8.95
Student_73,Quiz_45,History,Medium,11.68,33.22
Student_73,Quiz_46,Geography,Easy,26.6,20.67
Student_73,Quiz_47,Chemistry,Hard,91.37,18.51
Student_73,Quiz_48,Biology,Medium,55.01,35.71
Student_73,Quiz_49,Geography,Hard,6.43,10.79
Student_73,Quiz_50,Biology,Hard,81.37,25.44
Student_73,Quiz_51,Chemistry,Medium,59.21,22.68
Student_73,Quiz_52,English,Medium,87.65,15.29
Student_73,Quiz_53,Geography,Hard,62.02,40.33
Student_73,Quiz_54,Geography,Easy,26.54,35.72
Student_73,Quiz_55,Math,Hard,10.67,49.15
Student_73,Quiz_56,Chemistry,Medium,48.88,46.42
Student_73,Quiz_57,English,Medium,2.33,24.3
Student_73,Quiz_58,Math,Easy,4.57,27.7
Student_73,Quiz_59,History,Easy,49.49,14.47
Student_73,Quiz_60,Biology,Hard,10.77,5.52
Student_73,Quiz_61,English,Hard,64.55,16.07
Student_73,Quiz_62,Biology,Hard,86.12,9.04
Student_73,Quiz_63,Physics,Medium,23.13,23.24
Student_73,Quiz_64,Math,Medium,98.84,44.23
Student_73,Quiz_65,History,Medium,54.12,36.53
Student_73,Quiz_66,English,Easy,81.58,9.64
Student_73,Quiz_67,Math,Hard,85.21,31.91
Student_73,Quiz_68,Math,Easy,10.07,48.63
Student_73,Quiz_69,Biology,Medium,45.17,24.89
Student_73,Quiz_70,Geography,Easy,75.27,34.64
Student_73,Quiz_71,Math,Medium,7.13,21.21
Student_73,Quiz_72,Chemistry,Easy,43.95,37.05
Student_73,Quiz_73,Geography,Medium,36.79,19.99
Student_73,Quiz_74,Geography,Easy,57.44,45.8
Student_73,Quiz_75,Biology,Medium,11.33,41.41
Student_73,Quiz_76,History,Easy,26.47,42.64
Student_73,Quiz_77,Geography,Easy,72.27,9.19
Student_73,Quiz_78,Biology,Hard,69.75,15.78
Student_73,Quiz_79,Physics,Medium,69.22,47.36
Student_73,Quiz_80,History,Hard,76.19,30.56
Student_73,Quiz_81,History,Hard,15.82,7.58
Student_73,Quiz_82,Chemistry,Hard,13.0,17.05
Student_73,Quiz_83,History,Hard,97.45,25.43
Student_73,Quiz_84,English,Hard,70.41,38.13
Student_73,Quiz_85,Math,Medium,43.46,20.94
Student_73,Quiz_86,History,Hard,15.8,9.74
Student_73,Quiz_87,Geography,Easy,8.88,47.31
Student_73,Quiz_88,History,Hard,28.12,51.47
Student_73,Quiz_89,Chemistry,Medium,8.13,14.05
Student_73,Quiz_90,English,Medium,12.26,45.51
Student_73,Quiz_91,Math,Hard,93.96,33.39
Student_73,Quiz_92,Geography,Easy,12.51,20.58
Student_73,Quiz_93,Physics,Easy,45.29,47.04
Student_73,Quiz_94,English,Medium,95.16,41.16
Student_73,Quiz_95,Physics,Easy,95.44,8.16
Student_73,Quiz_96,Biology,Hard,72.46,32.11
Student_73,Quiz_97,Chemistry,Medium,10.14,50.82
Student_73,Quiz_98,English,Easy,19.74,7.5
Student_73,Quiz_99,Physics,Easy,45.1,45.28
Student_73,Quiz_100,Chemistry,Medium,29.89,23.36
Student_74,Quiz_1,Biology,Easy,82.29,33.36
Student_74,Quiz_2,History,Medium,57.94,37.52
Student_74,Quiz_3,English,Hard,76.37,33.45
Student_74,Quiz_4,Chemistry,Easy,60.33,18.62
Student_74,Quiz_5,Chemistry,Medium,21.06,26.67
Student_74,Quiz_6,Chemistry,Hard,62.92,16.03
Student_74,Quiz_7,History,Medium,75.59,32.49
Student_74,Quiz_8,History,Medium,74.34,17.3
Student_74,Quiz_9,Biology,Hard,17.95,45.41
Student_74,Quiz_10,Chemistry,Hard,84.55,8.65
Student_74,Quiz_11,History,Easy,73.11,29.55
Student_74,Quiz_12,Geography,Hard,52.73,12.52
Student_74,Quiz_13,Geography,Hard,90.56,45.43
Student_74,Quiz_14,Math,Easy,8.5,28.86
Student_74,Quiz_15,Biology,Medium,81.35,24.66
Student_74,Quiz_16,History,Easy,60.43,18.06
Student_74,Quiz_17,Chemistry,Hard,7.36,6.08
Student_74,Quiz_18,Chemistry,Easy,53.61,48.86
Student_74,Quiz_19,Physics,Medium,89.19,45.76
Student_74,Quiz_20,Physics,Hard,29.62,14.63
Student_74,Quiz_21,English,Medium,94.85,16.46
Student_74,Quiz_22,History,Easy,89.86,52.8
Student_74,Quiz_23,Chemistry,Medium,31.05,18.25
Student_74,Quiz_24,History,Medium,74.52,52.02
Student_74,Quiz_25,Math,Easy,59.27,32.37
Student_74,Quiz_26,Math,Medium,96.31,13.77
Student_74,Quiz_27,Chemistry,Hard,81.34,45.55
Student_74,Quiz_28,Math,Hard,62.39,58.52
Student_74,Quiz_29,Biology,Easy,24.27,41.22
Student_74,Quiz_30,Biology,Medium,56.21,46.61
Student_74,Quiz_31,Physics,Medium,57.72,51.17
Student_74,Quiz_32,Math,Easy,9.39,10.91
Student_74,Quiz_33,Chemistry,Easy,51.48,29.25
Student_74,Quiz_34,Biology,Easy,31.5,13.29
Student_74,Quiz_35,History,Hard,79.53,14.66
Student_74,Quiz_36,Physics,Easy,70.38,57.48
Student_74,Quiz_37,Math,Easy,63.47,44.59
Student_74,Quiz_38,Geography,Medium,29.38,38.58
Student_74,Quiz_39,Math,Hard,55.45,20.84
Student_74,Quiz_40,Chemistry,Easy,14.41,17.29
Student_74,Quiz_41,Math,Easy,15.87,13.57
Student_74,Quiz_42,Geography,Hard,33.71,38.43
Student_74,Quiz_43,Chemistry,Easy,25.26,59.5
Student_74,Quiz_44,Chemistry,Medium,69.69,5.93
Student_74,Quiz_45,Geography,Easy,12.42,34.12
Student_74,Quiz_46,Math,Medium,14.33,39.82
Student_74,Quiz_47,Geography,Medium,21.24,16.54
Student_74,Quiz_48,Physics,Easy,75.15,15.26
Student_74,Quiz_49,Geography,Hard,54.95,59.44
Student_74,Quiz_50,Biology,Hard,28.2,19.88
Student_74,Quiz_51,Math,Hard,17.74,23.14
Student_74,Quiz_52,Math,Easy,53.1,25.15
Student_74,Quiz_53,Chemistry,Hard,93.35,52.97
Student_74,Quiz_54,Biology,Hard,36.63,49.89
Student_74,Quiz_55,Physics,Hard,64.6,33.57
Student_74,Quiz_56,Geography,Medium,89.62,16.01
Student_74,Quiz_57,Physics,Medium,90.87,53.69
Student_74,Quiz_58,Chemistry,Easy,52.34,17.11
Student_74,Quiz_59,Geography,Medium,17.24,59.77
Student_74,Quiz_60,Physics,Easy,20.81,56.61
Student_74,Quiz_61,Physics,Easy,64.45,33.27
Student_74,Quiz_62,History,Medium,56.95,14.59
Student_74,Quiz_63,History,Hard,57.51,49.48
Student_74,Quiz_64,Chemistry,Hard,81.79,15.34
Student_74,Quiz_65,Math,Hard,66.83,35.99
Student_74,Quiz_66,Chemistry,Easy,86.98,17.38
Student_74,Quiz_67,History,Medium,24.61,45.37
Student_74,Quiz_68,Geography,Hard,5.03,31.39
